Rainfall_mm,Temperature_C,Humidity_%,Soil_Type,Crop_Type,Fertilizer_Used,Irrigation_Status,Region,Crop_Yield_tons_per_hectare
833.95,19.97,59.37,Loamy,Rice,DAP,No,Central,5.697
704.75,28.86,50.94,Loamy,Cotton,None,No,Central,2.174
1100.68,26.87,63.69,Loamy,Wheat,DAP,Yes,East,3.706
338.36,27.81,40.49,Silty,Maize,None,Yes,North,4.814
826.37,29.6,42.87,Sandy,Wheat,DAP,Yes,Central,3.031
900.98,32.48,65.82,Peaty,Maize,Compost,Yes,South,5.57
864.69,27.89,59.74,Silty,Cotton,Urea,No,Central,2.102
962.16,30.08,56.27,Sandy,Wheat,Compost,Yes,East,3.08
1161.25,36.1,77.19,Sandy,Sugarcane,Compost,No,South,37.077
630.06,31.83,50.24,Silty,Soybean,Urea,No,North,3.67
414.21,28.09,53.02,Silty,Soybean,Compost,Yes,North,3.081
869.22,27.78,49.55,Sandy,Maize,Compost,No,Central,5.263
741.32,22.85,37.17,Sandy,Sugarcane,NPK,Yes,South,67.448
732.93,23.77,59.57,Sandy,Wheat,NPK,Yes,South,3.615
893.32,26.51,62.54,Silty,Sugarcane,DAP,Yes,Central,81.598
750.32,25.23,70.32,Sandy,Sugarcane,Compost,No,Central,58.756
660.86,36.43,44.22,Loamy,Wheat,None,Yes,West,2.481
574.41,28.86,38.07,Silty,Cotton,NPK,No,West,2.391
824.75,28.45,51.58,Loamy,Sugarcane,None,Yes,Central,85.047
959.24,32.87,63.62,Clay,Sugarcane,DAP,Yes,East,73.194
680.25,27.92,36.09,Silty,Cotton,NPK,Yes,West,3.052
530.91,25.62,51.26,Clay,Sugarcane,Compost,Yes,Central,76.77
891.35,28.29,54.13,Sandy,Sugarcane,Urea,Yes,South,62.337
676.29,29.03,50.33,Sandy,Sugarcane,NPK,Yes,West,87.689
1080.15,34.0,54.59,Peaty,Soybean,NPK,No,East,2.787
600.67,20.21,60.9,Sandy,Rice,Urea,Yes,North,4.273
849.97,23.3,44.24,Clay,Cotton,Urea,No,South,2.125
1042.71,26.64,68.44,Sandy,Sugarcane,NPK,Yes,East,73.625
1147.11,31.69,66.81,Silty,Soybean,Urea,Yes,East,2.921
777.39,30.94,51.72,Sandy,Cotton,Urea,Yes,East,2.171
875.18,27.54,69.83,Peaty,Maize,DAP,Yes,South,6.987
1031.31,32.1,45.52,Sandy,Maize,Urea,No,East,4.116
411.66,23.63,56.22,Clay,Sugarcane,None,No,North,53.619
789.46,36.42,46.98,Clay,Soybean,Compost,No,West,2.25
989.93,22.82,56.13,Sandy,Soybean,Compost,No,South,2.329
1149.72,18.43,65.49,Clay,Cotton,None,No,East,1.476
1023.95,30.03,68.85,Clay,Cotton,Compost,No,Central,1.905
699.52,19.83,46.34,Peaty,Soybean,DAP,No,West,3.137
857.52,24.46,61.71,Silty,Cotton,NPK,Yes,South,2.896
840.79,26.28,53.31,Peaty,Soybean,DAP,Yes,Central,3.273
611.81,29.07,45.4,Loamy,Rice,DAP,No,Central,5.659
1069.62,32.06,48.24,Peaty,Soybean,NPK,Yes,East,3.023
1055.52,20.25,58.07,Sandy,Maize,NPK,No,South,5.283
1124.83,21.37,52.26,Silty,Cotton,NPK,Yes,East,2.244
761.1,44.07,45.44,Sandy,Soybean,None,No,North,0.874
659.02,25.94,49.28,Loamy,Soybean,NPK,Yes,Central,4.535
656.36,18.78,51.23,Silty,Cotton,NPK,Yes,North,2.79
1013.92,21.96,55.89,Clay,Rice,NPK,Yes,East,5.542
687.99,24.36,54.31,Peaty,Rice,Urea,No,West,4.78
737.99,27.02,68.24,Sandy,Cotton,DAP,Yes,Central,2.3
730.84,32.96,49.25,Loamy,Wheat,NPK,No,West,3.541
894.99,35.17,50.75,Clay,Cotton,Compost,No,South,1.636
486.93,22.88,42.25,Peaty,Cotton,Urea,Yes,Central,2.235
573.13,24.16,29.17,Clay,Rice,DAP,No,North,4.298
704.26,27.74,49.01,Peaty,Rice,DAP,Yes,West,5.226
893.72,23.37,72.13,Silty,Cotton,Compost,No,South,2.082
765.32,32.96,55.87,Clay,Cotton,NPK,Yes,Central,2.414
881.48,39.33,54.39,Unknown,Cotton,None,Yes,South,1.102
509.33,27.11,54.39,Clay,Rice,NPK,Yes,North,5.773
908.66,28.64,54.73,Silty,Cotton,NPK,No,Central,2.58
1238.56,24.07,74.68,Loamy,Cotton,Compost,No,South,2.003
1131.94,28.68,61.64,Peaty,Sugarcane,DAP,Yes,East,68.961
613.81,21.7,63.47,Clay,Wheat,DAP,Yes,Central,3.839
733.75,22.25,56.78,Silty,Maize,Compost,No,Central,7.272
722.51,17.92,58.69,Loamy,Wheat,Urea,Yes,Central,4.092
800.61,31.08,54.79,Peaty,Sugarcane,Compost,Yes,Central,64.31
1028.22,33.94,68.32,Silty,Maize,NPK,Yes,East,6.231
642.26,32.15,66.42,Peaty,Cotton,DAP,Yes,North,2.7
1268.26,27.47,69.66,Clay,Sugarcane,None,No,East,34.172
723.5,25.43,53.02,Loamy,Cotton,Compost,No,East,2.46
824.06,26.54,64.28,Silty,Rice,Urea,Yes,South,6.362
793.91,21.9,52.11,Loamy,Soybean,Compost,No,West,3.236
643.37,31.7,64.2,Clay,Sugarcane,NPK,No,West,79.924
988.92,27.19,55.72,Loamy,Rice,DAP,Yes,South,5.993
971.53,21.69,58.85,Loamy,Sugarcane,Urea,Yes,East,87.202
1134.03,22.33,69.64,Sandy,Sugarcane,Compost,No,South,57.817
874.19,20.37,41.13,Loamy,Rice,None,Yes,Central,4.727
944.8,25.73,61.41,Peaty,Maize,Compost,Yes,South,6.269
1151.13,26.89,64.3,Silty,Wheat,None,No,South,1.855
746.45,27.33,51.21,Sandy,Cotton,NPK,No,Central,2.239
659.94,20.34,50.6,Silty,Sugarcane,Urea,No,West,82.223
920.52,23.34,51.65,Silty,Cotton,NPK,Yes,Central,2.842
340.12,23.35,39.11,Clay,Soybean,DAP,No,North,2.366
925.18,30.65,55.19,Clay,Rice,DAP,No,South,4.27
952.97,22.02,51.09,Sandy,Cotton,NPK,No,South,2.217
616.61,27.27,56.41,Clay,Rice,NPK,No,West,5.125
888.17,23.46,52.01,Clay,Cotton,Urea,No,East,2.077
689.21,26.04,60.17,Clay,Wheat,None,No,Central,2.755
773.45,31.73,47.9,Silty,Wheat,NPK,Yes,East,4.083
783.01,20.81,45.35,Sandy,Wheat,None,No,North,2.452
700.96,13.96,57.06,Silty,Wheat,DAP,Yes,Central,3.645
561.0,20.31,41.96,Peaty,Wheat,None,No,North,2.271
503.35,29.09,48.97,Silty,Wheat,DAP,No,North,3.442
328.44,21.01,40.26,Peaty,Rice,Urea,Yes,North,4.434
601.93,23.44,41.95,Loamy,Sugarcane,NPK,Yes,Central,91.039
922.43,29.27,48.46,Loamy,Cotton,NPK,No,Central,2.743
651.22,31.02,62.41,Peaty,Wheat,Compost,Yes,West,3.085
822.93,32.16,62.07,Peaty,Rice,Compost,Yes,South,5.04
1006.98,29.77,49.66,Silty,Rice,Urea,Yes,East,4.825
919.09,21.37,52.04,Peaty,Rice,Compost,Yes,East,4.995
313.52,35.03,58.16,Sandy,Sugarcane,DAP,No,North,50.018
654.03,22.29,52.85,Loamy,Cotton,Compost,Yes,Central,2.445
543.24,23.82,48.12,Loamy,Sugarcane,DAP,Yes,Central,92.556
614.2,26.97,53.14,Peaty,Maize,None,No,North,5.386
1039.24,28.39,62.89,Clay,Rice,Compost,No,South,4.387
893.19,34.19,57.78,Clay,Maize,NPK,Yes,East,6.342
679.2,23.84,47.16,Peaty,Soybean,None,Yes,West,2.59
897.66,28.9,42.05,Sandy,Wheat,Compost,No,South,2.595
589.45,23.86,51.63,Clay,Wheat,Urea,Yes,Central,3.571
208.36,35.04,29.37,Peaty,Sugarcane,Urea,No,North,37.349
846.3,29.14,53.01,Sandy,Cotton,NPK,No,East,2.219
433.58,33.45,43.43,Sandy,Maize,DAP,Yes,North,5.213
721.49,21.24,48.63,Silty,Cotton,Compost,No,Central,2.403
586.48,24.19,55.12,Sandy,Sugarcane,Urea,Yes,North,72.913
1186.23,28.24,62.02,Clay,Wheat,DAP,Yes,East,2.828
394.99,33.53,51.69,Clay,Cotton,Compost,No,North,1.278
877.02,31.96,43.17,Peaty,Cotton,None,Yes,East,1.575
453.28,34.5,55.12,Peaty,Wheat,Compost,No,North,2.27
521.43,33.71,57.79,Sandy,Maize,None,No,North,3.687
1032.93,30.89,60.26,Loamy,Wheat,None,Yes,East,2.614
614.53,27.77,67.78,Silty,Cotton,Urea,No,North,2.138
617.65,21.43,57.75,Loamy,Maize,DAP,Yes,South,7.11
829.25,16.28,56.31,Sandy,Maize,NPK,Yes,West,5.801
970.43,27.62,70.86,Sandy,Wheat,NPK,No,South,2.794
782.41,31.01,56.32,Loamy,Cotton,Compost,Yes,West,2.652
541.67,13.38,43.45,Unknown,Sugarcane,None,No,South,40.876
774.78,21.13,61.98,Loamy,Cotton,Urea,No,West,2.385
400.74,21.92,60.12,Peaty,Rice,DAP,Yes,North,5.403
932.39,26.06,46.37,Clay,Soybean,Compost,Yes,East,3.004
1215.1,27.52,60.6,Peaty,Sugarcane,Compost,Yes,East,58.016
798.64,32.41,51.9,Clay,Maize,Urea,No,Central,5.632
548.5,20.42,40.77,Sandy,Sugarcane,DAP,Yes,West,74.469
819.43,28.72,54.13,Silty,Maize,Urea,Yes,Central,7.413
754.12,20.06,48.82,Loamy,Maize,Compost,Yes,Central,6.489
588.9,31.18,55.15,Silty,Sugarcane,NPK,Yes,West,84.949
1071.37,24.59,65.38,Loamy,Maize,NPK,No,East,6.807
593.27,20.94,52.98,Peaty,Maize,NPK,No,West,5.197
608.04,23.64,53.85,Peaty,Rice,Compost,Yes,North,5.349
756.13,21.42,67.16,Loamy,Cotton,Compost,Yes,Central,2.798
775.52,27.46,71.63,Silty,Cotton,Urea,No,Central,2.702
938.65,30.12,63.64,Loamy,Soybean,DAP,Yes,West,3.432
841.79,32.16,52.79,Sandy,Soybean,Urea,No,Central,2.252
1150.0,24.41,65.24,Peaty,Rice,NPK,Yes,East,4.422
620.96,33.94,52.67,Sandy,Soybean,None,Yes,Central,2.474
422.39,26.88,53.91,Peaty,Sugarcane,Compost,No,West,64.846
971.85,33.33,52.36,Unknown,Wheat,NPK,Yes,East,2.937
927.04,26.21,64.5,Clay,Wheat,Urea,Yes,East,3.68
789.94,25.85,56.46,Sandy,Wheat,Compost,Yes,Central,3.239
620.35,27.075,51.73,Sandy,Rice,NPK,No,West,4.575
898.93,28.54,57.62,Clay,Rice,Compost,No,Central,5.345
289.12,24.23,56.56,Silty,Maize,Urea,Yes,North,4.955
508.1,32.78,72.05,Sandy,Wheat,NPK,No,North,2.36
1055.92,22.22,62.06,Loamy,Sugarcane,NPK,Yes,East,88.725
553.67,29.89,45.22,Clay,Soybean,NPK,Yes,Central,3.188
685.76,29.67,53.62,Sandy,Sugarcane,NPK,No,North,72.879
1030.86,32.32,63.09,Silty,Soybean,None,No,South,1.979
485.31,32.42,51.0,Sandy,Wheat,Urea,Yes,North,3.041
1097.33,26.09,63.3,Peaty,Wheat,Urea,Yes,Central,3.039
532.33,27.16,49.23,Loamy,Wheat,DAP,Yes,Central,4.613
348.04,26.83,57.75,Clay,Rice,Urea,No,North,3.886
628.86,35.73,50.42,Peaty,Soybean,Compost,No,Central,2.56
728.54,30.25,61.01,Silty,Rice,Compost,No,Central,5.343
658.01,32.22,41.08,Peaty,Rice,Compost,No,South,3.5
1092.89,25.74,57.33,Peaty,Cotton,DAP,No,East,1.814
1069.04,21.37,63.73,Silty,Sugarcane,None,No,Central,62.92
441.05,22.32,48.57,Peaty,Sugarcane,Urea,Yes,West,71.126
1029.46,32.06,70.32,Clay,Maize,DAP,Yes,East,5.786
1143.69,23.34,65.03,Sandy,Rice,NPK,Yes,East,5.06
764.85,42.98,65.89,Peaty,Soybean,NPK,Yes,West,2.329
873.76,24.97,61.37,Clay,Cotton,DAP,No,North,2.194
829.59,28.76,50.06,Sandy,Cotton,Urea,No,South,1.8
997.9,28.75,58.42,Sandy,Sugarcane,Compost,Yes,Central,61.789
540.96,27.9,49.78,Peaty,Rice,Urea,No,North,4.588
573.47,20.9,61.69,Clay,Maize,Urea,Yes,West,6.953
1181.87,28.24,61.66,Peaty,Rice,NPK,Yes,South,4.818
904.26,28.19,55.8,Silty,Wheat,DAP,No,South,4.081
1060.67,25.5,58.02,Sandy,Rice,DAP,Yes,South,4.302
576.1,36.26,52.5,Peaty,Wheat,Compost,Yes,West,3.216
358.89,18.69,52.4,Sandy,Wheat,None,Yes,North,2.378
509.31,19.44,55.8,Clay,Maize,None,No,Central,4.557
1005.84,30.77,57.61,Loamy,Soybean,DAP,No,South,3.32
740.41,26.56,38.8,Peaty,Sugarcane,DAP,Yes,South,75.772
518.49,22.6,52.58,Peaty,Rice,DAP,Yes,North,4.626
802.57,27.98,56.86,Sandy,Wheat,DAP,No,South,2.998
768.18,31.8,56.59,Unknown,Rice,Compost,Yes,South,5.363
536.47,18.85,50.78,Silty,Soybean,Compost,No,West,2.734
1031.09,30.61,63.06,Clay,Sugarcane,Compost,Yes,East,54.696
103.31,28.65,25.94,Peaty,Soybean,DAP,No,North,1.116
676.61,25.85,54.7,Silty,Sugarcane,Urea,No,North,77.854
355.76,28.23,39.16,Clay,Cotton,Compost,Yes,North,1.924
474.89,28.31,58.98,Loamy,Sugarcane,DAP,No,West,75.733
433.4,29.75,49.65,Sandy,Maize,Compost,Yes,West,4.4
740.38,22.07,49.01,Clay,Soybean,NPK,No,Central,3.178
869.59,32.44,47.93,Clay,Wheat,Compost,No,West,3.215
559.76,31.96,43.74,Loamy,Cotton,Compost,Yes,North,2.738
765.53,32.11,50.17,Peaty,Maize,Compost,No,Central,5.231
1080.83,18.37,61.94,Sandy,Rice,DAP,Yes,East,4.205
1011.18,32.72,50.68,Clay,Soybean,Urea,Yes,South,3.054
749.46,25.16,56.92,Silty,Wheat,Compost,No,South,3.188
939.02,29.65,66.8,Clay,Sugarcane,DAP,Yes,Central,73.648
949.91,17.09,67.83,Sandy,Wheat,NPK,Yes,East,2.609
942.16,23.58,55.77,Clay,Rice,NPK,Yes,South,5.868
677.5,31.2,53.33,Loamy,Cotton,None,Yes,Central,2.276
583.18,29.63,46.37,Clay,Cotton,None,Yes,West,1.772
690.94,21.6,44.17,Clay,Soybean,Urea,Yes,North,3.71
1095.27,30.4,57.6,Silty,Cotton,None,No,East,1.827
572.07,22.92,37.0,Loamy,Soybean,NPK,No,South,3.484
612.87,25.67,36.45,Loamy,Soybean,Compost,No,North,2.902
1014.64,21.15,62.71,Clay,Soybean,Urea,Yes,Central,3.158
927.86,28.72,60.58,Silty,Sugarcane,NPK,No,South,83.191
473.38,32.44,59.23,Clay,Maize,Urea,No,North,4.98
592.48,31.42,63.33,Clay,Soybean,NPK,Yes,West,3.319
915.71,22.46,59.77,Sandy,Soybean,Urea,No,East,2.73
527.65,26.77,43.01,Sandy,Maize,Compost,No,Central,4.573
872.3,19.14,49.87,Silty,Wheat,DAP,Yes,South,3.468
621.62,33.82,44.11,Peaty,Soybean,Urea,No,West,2.033
1090.02,27.1,63.82,Sandy,Sugarcane,Urea,Yes,East,58.542
921.63,30.25,52.42,Peaty,Cotton,DAP,Yes,East,1.991
951.64,28.0,47.79,Loamy,Cotton,Urea,Yes,West,2.458
759.49,23.87,58.56,Sandy,Rice,Compost,No,South,3.967
1022.09,27.075,67.32,Sandy,Rice,Compost,Yes,East,4.308
587.86,29.28,45.78,Silty,Cotton,NPK,Yes,Central,2.589
469.2,35.18,49.11,Peaty,Cotton,NPK,No,North,1.846
658.08,25.29,64.85,Sandy,Sugarcane,Urea,No,Central,59.681
1030.57,32.87,68.08,Sandy,Maize,DAP,No,East,4.833
670.44,31.61,46.03,Silty,Rice,DAP,Yes,North,5.457
580.15,25.4,64.04,Silty,Maize,None,No,West,5.667
325.48,32.5,52.26,Peaty,Sugarcane,NPK,Yes,North,74.181
755.45,32.1,68.11,Loamy,Cotton,DAP,Yes,North,2.703
403.43,16.27,46.63,Loamy,Soybean,Urea,Yes,North,3.071
963.03,30.51,52.43,Clay,Maize,NPK,No,East,6.309
908.27,33.4,57.85,Sandy,Cotton,NPK,No,South,1.989
984.67,21.16,48.41,Peaty,Cotton,NPK,No,East,1.755
688.21,20.43,60.39,Sandy,Wheat,NPK,Yes,South,3.242
779.31,28.04,51.16,Peaty,Maize,Compost,Yes,West,6.096
227.26,34.89,47.67,Peaty,Soybean,Urea,Yes,West,2.585
796.97,21.56,73.25,Peaty,Maize,Compost,No,West,4.84
823.46,19.11,52.57,Sandy,Cotton,Compost,Yes,West,1.805
785.48,24.73,55.71,Silty,Soybean,Compost,Yes,West,3.605
654.36,24.04,49.35,Sandy,Sugarcane,Compost,No,Central,52.76
1019.41,18.64,59.22,Peaty,Wheat,DAP,Yes,East,3.257
799.61,24.08,54.12,Clay,Cotton,DAP,No,South,2.434
660.3,28.74,52.18,Loamy,Rice,DAP,No,West,6.164
794.37,36.28,63.0,Peaty,Rice,Urea,No,Central,3.938
535.74,29.81,48.9,Clay,Wheat,Compost,Yes,Central,2.984
679.86,31.03,54.56,Silty,Sugarcane,NPK,Yes,Central,86.945
928.42,21.56,55.89,Peaty,Cotton,NPK,Yes,East,2.625
825.93,26.53,67.84,Clay,Maize,DAP,Yes,West,7.126
558.84,25.9,30.75,Unknown,Wheat,Compost,No,Central,1.896
700.96,28.63,49.6,Sandy,Sugarcane,Urea,Yes,Central,72.254
642.09,29.98,56.25,Clay,Maize,NPK,No,West,6.641
981.36,31.76,66.38,Sandy,Rice,DAP,Yes,East,4.286
798.41,27.16,66.12,Sandy,Rice,DAP,No,Central,4.528
842.4,24.39,56.85,Clay,Maize,NPK,Yes,South,7.002
565.49,33.12,46.59,Loamy,Wheat,Compost,Yes,North,3.48
716.67,30.63,54.12,Clay,Rice,Urea,Yes,North,5.307
433.45,30.09,56.42,Loamy,Cotton,Urea,No,North,2.208
1040.65,26.8,55.9,Peaty,Soybean,Compost,Yes,East,2.804
832.2,33.08,56.15,Peaty,Maize,DAP,Yes,Central,5.937
620.04,20.71,50.0,Clay,Maize,NPK,Yes,North,7.487
742.18,31.46,64.82,Peaty,Rice,Compost,Yes,North,5.08
632.02,31.44,43.35,Silty,Wheat,NPK,No,West,3.178
800.71,22.5,35.82,Sandy,Cotton,Compost,No,Central,1.676
865.41,23.6,56.32,Sandy,Wheat,DAP,Yes,Central,3.225
396.26,20.58,52.89,Loamy,Sugarcane,DAP,Yes,West,77.599
638.98,29.55,48.69,Peaty,Sugarcane,DAP,Yes,Central,77.267
956.86,14.09,44.45,Loamy,Soybean,Compost,No,South,2.581
1138.09,28.12,67.96,Sandy,Rice,DAP,Yes,East,5.083
686.53,23.18,50.17,Sandy,Rice,NPK,No,West,3.976
759.5,22.08,56.99,Peaty,Rice,DAP,No,North,4.816
619.87,17.61,50.04,Silty,Soybean,Urea,No,Central,3.571
714.77,22.57,36.61,Silty,Sugarcane,Urea,No,South,67.339
1019.2,34.15,62.98,Peaty,Wheat,Urea,Yes,South,2.907
983.05,23.4,64.21,Peaty,Soybean,DAP,No,East,3.015
774.33,29.1,53.93,Loamy,Soybean,Urea,No,South,3.621
956.26,21.55,50.11,Peaty,Wheat,Urea,Yes,Central,3.09
812.03,32.13,70.95,Silty,Rice,Compost,No,Central,4.602
997.67,30.03,63.08,Peaty,Cotton,NPK,No,South,2.209
938.99,25.86,47.85,Loamy,Wheat,Urea,No,Central,3.667
641.94,28.16,71.24,Loamy,Sugarcane,Compost,Yes,Central,89.572
762.02,28.59,50.35,Loamy,Maize,NPK,No,North,7.794
712.78,21.99,64.91,Loamy,Maize,None,Yes,West,7.237
611.55,22.93,57.47,Clay,Soybean,NPK,No,Central,3.62
698.95,31.59,56.82,Peaty,Maize,Urea,No,Central,5.611
1027.99,34.73,71.68,Sandy,Cotton,NPK,No,East,1.558
816.91,27.73,41.75,Peaty,Rice,Compost,Yes,West,5.104
447.5,30.46,53.53,Clay,Sugarcane,Urea,No,West,64.201
387.73,33.02,45.05,Loamy,Cotton,NPK,Yes,West,2.557
781.87,25.38,74.89,Clay,Sugarcane,DAP,No,South,78.318
539.84,26.62,35.36,Silty,Sugarcane,None,No,North,53.33
657.16,30.57,55.64,Silty,Rice,NPK,Yes,North,6.071
931.32,37.92,61.69,Peaty,Soybean,Compost,Yes,East,2.537
712.57,30.75,49.46,Peaty,Maize,NPK,No,West,6.121
890.47,28.52,55.74,Sandy,Rice,Compost,Yes,West,4.356
445.11,24.06,45.2,Sandy,Cotton,Compost,No,Central,1.442
879.59,26.71,49.82,Silty,Soybean,NPK,Yes,South,3.782
1262.92,30.44,57.81,Loamy,Cotton,NPK,Yes,South,2.213
893.39,29.9,56.58,Clay,Soybean,NPK,No,East,3.288
427.47,24.0,53.95,Sandy,Cotton,NPK,No,North,2.153
728.16,33.55,49.32,Sandy,Rice,None,Yes,West,3.555
920.54,33.56,39.7,Loamy,Soybean,NPK,No,East,3.213
904.26,26.45,60.47,Loamy,Soybean,Compost,Yes,South,3.234
1271.26,28.4,67.7,Peaty,Sugarcane,Urea,No,South,48.889
911.21,23.8,56.27,Clay,Sugarcane,NPK,Yes,South,79.499
1060.66,22.96,61.55,Loamy,Wheat,DAP,Yes,West,4.017
582.06,28.74,59.02,Sandy,Cotton,DAP,Yes,West,2.204
624.86,23.1,51.95,Sandy,Sugarcane,Urea,Yes,West,68.965
556.02,27.005000000000003,57.65,Silty,Wheat,NPK,Yes,Central,4.028
482.48,25.01,52.13,Loamy,Sugarcane,NPK,Yes,North,97.802
864.19,32.25,49.76,Peaty,Cotton,Compost,No,South,1.686
962.1,26.57,68.17,Clay,Soybean,Compost,Yes,South,3.311
513.09,17.38,39.48,Peaty,Maize,NPK,Yes,Central,5.802
822.37,25.14,39.72,Sandy,Cotton,Compost,No,South,1.793
826.17,27.53,57.32,Peaty,Rice,DAP,Yes,South,5.256
784.03,18.33,60.47,Sandy,Sugarcane,DAP,Yes,West,65.939
667.5,18.8,57.59,Sandy,Sugarcane,DAP,Yes,West,77.585
567.52,26.06,41.69,Sandy,Soybean,Compost,Yes,North,2.83
912.49,32.02,59.42,Sandy,Rice,Compost,Yes,South,4.127
738.31,30.16,41.48,Sandy,Soybean,Compost,Yes,East,2.273
1141.09,26.93,65.62,Unknown,Rice,None,No,South,3.842
761.26,22.74,55.94,Peaty,Maize,Urea,Yes,South,6.961
683.51,22.49,58.02,Silty,Sugarcane,DAP,Yes,North,90.065
966.22,30.25,65.64,Silty,Sugarcane,DAP,Yes,East,80.622
808.28,27.99,60.43,Loamy,Maize,Urea,Yes,South,7.89
1156.56,31.27,52.48,Loamy,Wheat,DAP,Yes,East,3.345
470.95,33.02,45.34,Loamy,Soybean,DAP,No,West,2.851
483.64,24.73,40.56,Clay,Maize,Compost,No,West,4.967
1023.62,29.2,40.15,Loamy,Soybean,DAP,No,East,3.175
928.09,29.86,64.51,Peaty,Cotton,NPK,Yes,South,2.557
1122.93,23.51,67.55,Silty,Sugarcane,Compost,No,East,52.238
1107.48,23.77,54.74,Peaty,Soybean,Urea,Yes,East,2.98
639.6,30.61,46.51,Loamy,Rice,NPK,Yes,West,5.823
1015.67,27.01,60.05,Clay,Soybean,Urea,Yes,East,2.987
678.21,22.64,49.16,Clay,Cotton,NPK,No,Central,2.387
912.68,22.9,67.06,Silty,Sugarcane,None,Yes,Central,74.447
502.69,20.58,46.97,Peaty,Maize,DAP,No,West,5.879
904.75,25.21,51.35,Sandy,Cotton,None,No,South,1.392
1015.43,21.86,63.76,Peaty,Sugarcane,NPK,Yes,South,79.049
816.5,27.51,49.06,Loamy,Soybean,None,No,West,2.835
799.84,38.41,61.65,Sandy,Wheat,NPK,Yes,South,2.423
404.42,29.3,47.62,Clay,Wheat,Urea,Yes,North,3.592
513.78,32.34,57.56,Silty,Rice,NPK,Yes,Central,6.342
498.56,29.0,57.95,Silty,Sugarcane,Urea,No,North,71.048
588.13,18.75,41.33,Clay,Wheat,Urea,Yes,North,2.929
479.17,27.63,50.11,Loamy,Maize,DAP,No,North,6.18
754.88,23.59,54.73,Clay,Sugarcane,DAP,No,West,81.361
540.17,22.88,49.88,Loamy,Maize,Compost,No,North,6.573
1091.43,25.87,71.11,Sandy,Maize,NPK,Yes,East,5.184
922.08,30.16,58.32,Clay,Wheat,None,Yes,South,2.859
397.21,25.47,36.86,Loamy,Sugarcane,Urea,Yes,West,72.304
827.52,31.29,52.88,Sandy,Soybean,None,No,East,1.641
1173.57,27.92,57.87,Clay,Cotton,None,No,East,1.217
559.46,28.59,47.89,Unknown,Wheat,Urea,No,Central,3.627
827.79,26.7,56.44,Clay,Wheat,DAP,Yes,Central,3.362
1018.94,33.43,54.79,Peaty,Soybean,NPK,Yes,East,2.909
552.32,23.5,55.94,Clay,Sugarcane,Compost,No,Central,60.244
1012.45,23.78,72.41,Peaty,Sugarcane,NPK,Yes,South,82.65
828.35,25.41,57.98,Sandy,Maize,NPK,Yes,South,6.422
722.73,29.51,60.76,Clay,Soybean,Compost,No,Central,3.14
518.52,30.19,42.41,Sandy,Soybean,Urea,Yes,North,2.566
594.37,24.2,58.73,Sandy,Sugarcane,Compost,Yes,East,67.78
1001.06,31.48,70.99,Loamy,Maize,Urea,Yes,South,6.451
815.08,27.005000000000003,66.1,Sandy,Wheat,Compost,Yes,Central,2.712
625.89,30.56,47.85,Sandy,Rice,NPK,No,Central,4.178
996.35,28.79,69.84,Clay,Cotton,Compost,Yes,South,2.029
769.24,27.09,69.47,Clay,Wheat,None,No,South,2.501
422.3,29.37,43.96,Silty,Sugarcane,Compost,Yes,North,73.935
735.94,26.4,60.33,Loamy,Cotton,NPK,Yes,Central,2.961
595.58,28.28,47.31,Sandy,Rice,NPK,Yes,Central,5.515
630.62,39.03,41.76,Loamy,Rice,None,Yes,West,2.994
409.15,31.47,46.47,Peaty,Maize,NPK,No,North,5.059
707.31,24.29,49.65,Sandy,Cotton,Urea,No,South,1.8
931.16,25.47,57.53,Loamy,Maize,None,Yes,South,6.429
1032.56,33.04,39.99,Silty,Wheat,NPK,Yes,East,3.088
902.88,25.03,61.13,Silty,Soybean,Urea,No,South,3.196
656.41,35.5,51.27,Sandy,Soybean,NPK,Yes,Central,3.154
794.46,30.83,61.89,Peaty,Soybean,NPK,Yes,South,3.719
537.82,20.22,47.09,Silty,Cotton,Compost,Yes,Central,2.621
531.94,31.34,64.5,Silty,Soybean,DAP,No,Central,3.14
459.42,16.22,45.69,Peaty,Wheat,NPK,Yes,North,2.751
1053.19,25.26,61.97,Loamy,Maize,NPK,Yes,South,7.497
584.65,31.28,43.84,Silty,Cotton,Compost,No,North,1.861
754.04,17.67,55.86,Clay,Maize,Urea,No,Central,5.469
711.64,37.15,56.38,Unknown,Cotton,DAP,Yes,South,2.116
927.86,31.84,54.03,Loamy,Maize,NPK,Yes,South,8.215
600.56,22.11,58.08,Loamy,Rice,NPK,Yes,North,6.835
787.88,34.6,51.26,Sandy,Maize,DAP,Yes,North,6.187
697.18,17.45,63.02,Clay,Soybean,DAP,Yes,Central,3.152
640.93,21.96,41.86,Loamy,Rice,Urea,Yes,Central,6.518
785.04,19.92,55.18,Peaty,Maize,NPK,No,South,6.325
908.96,17.13,79.2,Clay,Cotton,Urea,No,South,1.61
620.77,25.33,33.27,Clay,Cotton,Urea,Yes,West,2.217
818.37,27.96,64.0,Peaty,Cotton,Urea,No,West,2.268
1135.3,27.81,65.24,Silty,Sugarcane,Compost,Yes,East,57.204
550.74,27.65,48.56,Peaty,Wheat,DAP,Yes,Central,3.426
996.67,27.26,68.73,Peaty,Cotton,DAP,No,East,2.009
1367.12,21.09,70.76,Silty,Rice,None,No,East,2.472
